Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Total_Debt,Defaulted
40.1,690.0,2,Full-Time,N,135314.0,Auto,43943,Single,N,Non-Binary,0.1541,44064,N
32.6,690.0,2,Part-Time,Y,100706.0,Auto,10141,Married,Y,Female,0.1588,10279,Y
41.1,730.0,2,Full-Time,N,66783.0,Auto,12488,Single,N,Male,0.1151,12509,N
57.1,725.0,3,Full-Time,Y,71053.0,Mortgage,11106,Married,N,Male,0.1047,11136,N
57.1,712.0,2,Full-Time,N,118987.0,Auto,21237,Single,N,Male,0.1486,21314,N
26.5,764.0,2,Full-Time,N,45580.0,Credit Card,3324,Single,N,Male,0.0802,3337,N
23.6,754.0,2,Full-Time,N,48534.0,Mortgage,5889,Single,N,Male,0.1133,5905,N
40.6,765.0,3,Full-Time,N,41435.0,Medical,4120,Single,N,Female,0.0687,4132,N
40.6,731.0,3,Full-Time,Y,48175.0,Credit Card,2088,Married,N,Female,0.0948,2098,N
42.0,670.0,2,Full-Time,Y,81305.0,Credit Card,9915,Married,N,Non-Binary,0.1346,10013,N
35.3,718.0,3,Part-Time,N,105376.0,Business,19987,Single,N,Male,0.1638,20062,Y
29.2,681.0,0,Full-Time,Y,43016.0,Credit Card,4811,Married,N,Female,0.124,4864,Y
37.4,746.0,4,Full-Time,N,35882.0,Medical,6180,Married,N,Female,0.0743,6192,N
27.2,714.0,2,Part-Time,N,54661.0,Credit Card,27488,Married,N,Female,0.1428,27515,N
44.2,933.0,3,Unemployed,Y,230026.0,Credit Crad,174608,Married,Y,Femalee,0.1421,174190,Y
40.7,721.0,2,Full-Time,N,110735.0,Credit Card,33108,Married,N,Female,0.1456,33180,N
39.7,631.0,4,Part-Time,N,98596.0,Auto,29163,Single,Y,Female,0.1638,29416,Y
35.7,740.0,2,Full-Time,Y,97140.0,Auto,17928,,N,Female,0.1301,17992,N
27.2,742.0,1,Full-Time,Y,34107.0,Mortgage,3024,Married,N,Female,0.0888,3038,N
21.9,793.0,2,Full-Time,Y,35095.0,Business,3941,Married,N,Male,0.0733,3948,N
44.1,724.0,2,Full-Time,N,76305.0,Business,6404,Single,N,Male,0.1108,6499,N
38.3,716.0,2,Full-Time,N,73381.0,Credit Card,11308,Married,N,Male,0.1094,11363,N
51.6,707.0,2,Full-Time,Y,114240.0,Credit Card,13051,Single,N,Male,0.1458,13155,N
48.2,675.0,1,Full-Time,Y,78895.0,Business,13071,Married,N,Female,0.1372,13147,N
22.6,700.0,2,Part-Time,Y,51678.0,Credit Card,2937,Single,N,Male,0.1316,2985,N
40.7,738.0,2,Full-Time,Y,201334.0,Auto,129711,Married,N,Female,0.1861,129915,Y
23.9,742.0,2,Full-Time,Y,74030.0,Business,20278,Married,N,Female,0.1088,20317,N
32.8,628.0,2,Part-Time,Y,68617.0,Auto,5650,Single,Y,Male,0.1369,5820,Y
48.1,674.0,2,Unemployed,N,54233.0,Credit Card,5882,Single,Y,Female,0.1167,5999,Y
43.8,709.0,2,Full-Time,Y,109280.0,Credit Card,21495,Single,N,Female,0.1401,21624,Y
46.6,666.0,2,Full-Time,Y,51897.0,Mortgage,5656,Single,N,Male,0.1374,5720,N
24.6,770.0,1,Full-Time,N,46029.0,Business,5297,Single,N,Non-Binary,0.0569,5322,N
36.0,726.0,2,Full-Time,N,42561.0,Mortgage,6521,Single,N,Female,0.0994,6548,N
59.5,638.0,2,Part-Time,Y,226359.0,Credit Card,92228,Married,Y,Female,0.1832,92755,Y
29.6,722.0,2,Full-Time,N,47487.0,Business,2931,Single,N,Female,0.0906,2964,N
33.7,747.0,2,Full-Time,Y,52419.0,Mortgage,13464,Married,N,Male,0.0749,13477,N
45.7,790.0,2,Full-Time,Y,56515.0,Auto,3832,Married,N,Male,0.0636,3849,N
43.4,655.0,2,Full-Time,N,148606.0,Credit Card,26499,Single,N,Male,0.146,26760,N
38.7,706.0,3,Full-Time,N,65702.0,Mortgage,23742,Married,N,Female,0.131,23780,N
31.5,747.0,2,Full-Time,Y,73422.0,Credit Card,28032,Single,N,Female,0.1221,28091,N
45.4,681.0,2,Full-Time,N,90459.0,Credit Card,7364,Single,N,Female,0.1193,7504,N
46.2,698.0,2,Full-Time,Y,174885.0,Credit Card,128455,Married,N,Male,0.1517,128687,Y
36.2,703.0,2,Part-Time,Y,28880.0,Mortgage,4837,Married,N,Female,0.0852,4870,N
33.2,730.0,0,Full-Time,N,44492.0,Credit Card,2771,Single,N,Female,0.076,2791,N
30.4,751.0,3,Full-Time,Y,46269.0,Auto,5780,Single,N,Female,0.1179,5787,N
43.0,753.0,1,Full-Time,Y,62186.0,Mortgage,15081,Married,N,Female,0.1016,15112,N
31.9,672.0,1,Full-Time,N,44116.0,Auto,2725,Single,N,Male,0.11,2777,N
30.9,654.0,2,Unemployed,N,95528.0,Auto,30114,Single,Y,Male,0.1567,30286,Y
38.0,721.0,3,Full-Time,N,85156.0,Mortgage,19579,Single,N,Non-Binary,0.1116,19609,N
45.4,772.0,2,Full-Time,Y,119349.0,Business,112528,Single,N,Female,0.1185,112547,N
32.9,690.0,2,Full-Time,N,96196.0,Business,40716,Single,N,Male,0.1282,40795,N
32.9,736.0,3,Full-Time,N,57506.0,Mortgage,8598,Married,N,Female,0.1076,8631,N
51.2,,2,Full-Time,N,84007.0,Medical,25405,Married,N,Female,0.1389,25417,N
24.5,788.0,0,Full-Time,Y,34144.0,Medical,4780,Married,N,Non-Binary,0.0824,4782,N
36.6,687.0,3,Part-Time,Y,133087.0,Auto,49594,Single,Y,Female,0.1532,49849,Y
44.3,663.0,2,Unemployed,Y,148976.0,Credit Card,33290,Married,Y,Female,0.156,33646,Y
36.4,710.0,2,Part-Time,Y,118564.0,Business,47794,Married,N,Non-Binary,0.1492,47890,N
26.7,691.0,2,Full-Time,Y,60489.0,Credit Card,6951,Single,N,Female,0.1303,7020,Y
35.1,741.0,1,Full-Time,Y,40989.0,Mortgage,1176,Married,N,Male,0.0716,1191,N
36.6,650.0,2,Part-Time,N,113264.0,Credit Card,38486,Single,Y,Non-Binary,0.1723,38623,Y
28.7,794.0,1,Full-Time,Y,33576.0,Medical,1916,Married,N,Female,0.069,1919,N
47.9,733.0,4,Full-Time,Y,70102.0,Credit Card,35383,Married,N,Female,0.1292,35413,N
46.7,722.0,0,Full-Time,N,57399.0,Mortgage,5271,Married,N,Female,0.1093,5323,N
32.3,670.0,2,Part-Time,N,67847.0,Credit Card,7825,Single,Y,Male,0.1371,7927,Y
34.4,728.0,2,Full-Time,Y,66790.0,Mortgage,12490,Married,N,Female,0.1192,12535,N
37.8,709.0,2,Full-Time,N,41424.0,Auto,9781,Single,N,Male,0.1058,9808,N
36.6,741.0,0,Full-Time,Y,41208.0,Mortgage,4585,Married,N,Male,0.0988,4595,N
53.8,654.0,2,Part-Time,Y,202211.0,Auto,118579,Married,Y,Female,0.1842,118946,Y
54.3,729.0,2,Full-Time,Y,101213.0,Medical,27658,Married,N,Female,0.1073,27717,N
27.6,715.0,2,Part-Time,Y,79955.0,Credit Card,8949,Married,Y,Male,0.1189,9061,Y
26.8,720.0,2,Part-Time,N,86180.0,Credit Card,19309,Single,N,Female,0.1262,19399,N
60.7,641.0,3,Part-Time,Y,226366.0,Credit Card,92233,Married,Y,Male,0.1911,92719,Y
39.4,719.0,2,Full-Time,Y,50881.0,Medical,5695,Married,N,Male,0.0749,5737,N
46.1,696.0,2,Full-Time,N,65161.0,Business,27174,Single,N,Male,0.1348,27217,N
31.4,760.0,2,Full-Time,N,34028.0,Mortgage,810,Single,N,Non-Binary,0.0639,812,N
20.0,750.0,0,Full-Time,N,43846.0,Credit Card,4421,Single,N,Female,0.0814,4441,N
31.7,685.0,2,Part-Time,Y,63359.0,Auto,8028,Married,N,Male,0.1393,8077,Y
29.6,798.0,1,Full-Time,N,46081.0,Mortgage,11042,Single,N,Male,0.0923,11043,N
59.8,649.0,3,Part-Time,Y,216900.0,Auto,155251,Married,Y,Non-Binary,0.189,155805,Y
44.6,712.0,2,Full-Time,N,109726.0,Auto,40934,Single,N,Female,0.1504,41070,N
37.7,757.0,2,Full-Time,N,63758.0,Business,4471,Married,N,Male,0.097,4483,N
25.9,754.0,0,Full-Time,N,73678.0,Credit Card,8142,Married,N,Male,0.1074,8189,N
38.1,718.0,2,Full-Time,N,79688.0,Credit Card,13970,Married,N,Female,0.1244,14050,N
34.3,744.0,0,Full-Time,N,37729.0,Business,5409,Single,N,Female,0.0869,5422,N
48.4,705.0,2,Part-Time,N,127121.0,Auto,27471,Single,N,Male,0.1652,27613,N
34.7,744.0,1,Full-Time,N,38243.0,Mortgage,1901,Single,N,Female,0.1028,1912,N
23.1,731.0,2,Full-Time,Y,54159.0,Credit Card,5573,Married,N,Female,0.1168,5620,N
51.9,706.0,2,Full-Time,Y,105674.0,Business,12284,Married,N,Male,0.1569,12364,N
37.7,749.0,2,Full-Time,Y,97264.0,Auto,7568,Married,N,Female,0.1386,7593,N
45.0,659.0,2,Full-Time,N,150098.0,Auto,69841,Single,N,Female,0.1674,70093,Y
51.1,676.0,3,Part-Time,Y,130858.0,Auto,58220,Married,N,Male,0.177,58390,N
50.6,700.0,2,Full-Time,Y,94257.0,Auto,29318,Married,N,Non-Binary,0.1192,29473,N
18.6,760.0,1,Full-Time,N,16385.0,Credit Card,940,Married,N,Female,0.0525,944,N
59.6,740.0,2,Full-Time,N,93281.0,Mortgage,15662,Single,N,Male,0.1611,15671,N
38.2,720.0,3,Part-Time,Y,104570.0,Credit Card,16402,Married,N,Female,0.132,16537,Y
57.1,570.0,2,Part-Time,N,208861.0,Credit Card,126505,Married,Y,Male,0.2293,127207,Y
45.0,673.0,3,Part-Time,N,221557.0,Credit Card,122718,Married,Y,Female,0.2025,123062,Y
25.5,779.0,0,Full-Time,Y,35777.0,Medical,896,Married,N,Female,0.0813,901,N
34.1,733.0,2,Full-Time,N,80038.0,Credit Card,16015,Single,N,Female,0.1219,16101,Y
49.5,637.0,2,Part-Time,N,125257.0,Auto,105118,Married,N,Male,0.14,105421,Y
32.6,709.0,3,Unemployed,Y,95361.0,Credit Card,23643,Single,Y,Male,0.1237,23803,Y
31.1,789.0,2,Full-Time,N,34923.0,Medical,2317,Single,N,Male,0.0754,2321,N
48.4,629.0,3,Part-Time,Y,121528.0,Business,22153,Married,Y,Female,0.1723,22459,Y
42.0,672.0,2,Part-Time,Y,79115.0,Business,8136,Single,Y,Male,0.1359,8260,Y
38.4,699.0,2,Full-Time,N,87571.0,Auto,13037,Single,N,Non-Binary,0.114,13138,N
37.5,732.0,2,Full-Time,N,79954.0,Business,16621,Single,N,Female,0.1244,16655,N
43.5,666.0,2,Part-Time,N,249394.0,Credit Card,68416,Single,Y,Male,0.1712,69101,Y
34.4,746.0,2,Full-Time,Y,72390.0,Medical,27249,Married,N,Male,0.1106,27273,N
45.7,660.0,2,Part-Time,N,133181.0,Auto,21284,Married,Y,Female,0.1277,21605,Y
32.8,743.0,0,Full-Time,N,28950.0,Auto,1676,Single,N,Male,0.0968,1681,N
36.3,672.0,2,Full-Time,N,77968.0,Credit Card,7902,Single,N,Female,0.1233,8015,N
37.1,716.0,2,Full-Time,N,59477.0,Credit Card,9551,Single,N,Male,0.0819,9611,N
41.8,695.0,2,Full-Time,N,127535.0,Credit Card,82951,Married,N,Male,0.1481,83101,N
44.5,678.0,2,Part-Time,Y,101032.0,Auto,28580,Married,Y,Female,0.1714,28786,Y
36.1,727.0,1,Full-Time,N,41058.0,Auto,6237,Single,N,Female,0.0828,6276,N
25.1,736.0,1,Full-Time,N,41892.0,Business,1930,Married,N,Male,0.1204,1947,N
40.9,721.0,2,Full-Time,N,75884.0,Credit Card,48370,Married,N,Female,0.1346,48424,N
36.0,716.0,2,Full-Time,N,65516.0,Mortgage,33909,Single,N,Female,0.1078,33957,N
18.6,778.0,1,Full-Time,N,15954.0,Auto,382,Single,N,Female,0.0373,383,N
41.5,725.0,2,Full-Time,Y,53878.0,Credit Card,4354,Married,N,Female,0.1024,4394,N
39.4,686.0,2,Full-Time,N,74542.0,Business,21670,Single,N,Female,0.128,21773,N
40.7,723.0,1,Full-Time,Y,56215.0,Mortgage,20540,Married,N,Non-Binary,0.1068,20568,N
28.4,732.0,1,Full-Time,Y,47185.0,Mortgage,2894,Married,N,Male,0.1056,2908,N
40.3,979.0,1,Full-Tme,N,299762.0,Credit Crad,179713,Single,N,Mail,0.1125,180008,N
18.5,804.0,1,Full-Time,Y,25289.0,Business,1727,Married,N,Female,0.0498,1728,N
24.3,727.0,0,Full-Time,N,31216.0,Business,4092,Single,N,Male,0.0873,4100,N
28.6,805.0,1,Full-Time,N,31698.0,Credit Card,1909,Married,N,Male,0.0502,1911,N
40.1,656.0,2,Unemployed,N,76323.0,Auto,26795,Single,Y,Male,0.1671,26924,Y
34.9,528.0,2,Full-Tme,N,151710.0,Auto,69048,Single,N,Femalee,0.1601,68874,Y
37.8,737.0,2,Full-Time,N,52972.0,Business,11224,Married,N,Male,0.0866,11243,N
23.1,794.0,0,Full-Time,Y,27653.0,Mortgage,7876,Married,N,Female,0.075,7877,N
40.1,690.0,2,Full-Time,N,73164.0,Credit Card,8565,Single,N,Female,0.1466,8647,N
56.9,689.0,2,Part-Time,N,215549.0,Credit Card,195137,Single,Y,Female,0.1842,195561,Y
36.7,654.0,2,Unemployed,Y,146926.0,Credit Card,69079,Married,Y,Female,0.1676,69462,Y
27.4,808.0,2,Full-Time,N,60108.0,Medical,6503,Married,N,Female,0.0779,6506,N
40.5,724.0,2,Full-Time,N,76406.0,Mortgage,20432,Single,N,Female,0.1296,20453,N
53.8,677.0,3,Part-Time,Y,117882.0,Auto,18064,Married,N,Non-Binary,0.1475,18266,Y
34.7,758.0,2,Full-Time,N,42648.0,Mortgage,2910,Single,N,Male,0.0767,2921,N
30.9,599.0,1,Part-Time,Y,59137.0,Business,8043,Married,Y,Female,0.1351,8221,Y
58.2,689.0,2,Part-Time,N,185918.0,Mortgage,79500,Single,N,Female,0.1812,79748,N
43.3,594.0,2,Part-Time,N,108560.0,Credit Card,15320,Single,Y,Male,0.1917,15668,Y
27.2,742.0,2,Full-Time,Y,80127.0,Credit Card,56498,Married,N,Male,0.0955,56562,N
29.9,677.0,1,Part-Time,N,45833.0,Business,4831,Single,N,Male,0.1284,4876,Y
36.2,685.0,2,Full-Time,N,188425.0,Credit Card,39053,Single,N,Female,0.1415,39318,N
32.4,704.0,2,Part-Time,N,99116.0,Credit Card,11788,Single,N,Female,0.1496,11925,Y
58.4,609.0,2,Part-Time,N,131637.0,Auto,41587,Single,Y,Female,0.1758,41994,Y
29.9,745.0,3,Full-Time,N,66699.0,Mortgage,2669,Single,N,Male,0.1268,2695,N
38.4,692.0,2,Full-Time,N,96879.0,Auto,11262,Single,N,Non-Binary,0.1546,11366,N
33.1,736.0,2,Unemployed,N,96867.0,Credit Card,16890,Single,Y,Female,0.1046,17029,Y
34.9,789.0,1,Full-Time,N,60036.0,Mortgage,4685,Single,N,Female,0.1168,4688,N
38.9,709.0,2,Full-Time,N,60148.0,Credit Card,13024,Single,N,Male,0.1208,13078,N
47.3,661.0,2,Part-Time,Y,173387.0,Business,27055,Single,Y,Male,0.171,27502,Y
46.8,717.0,2,Full-Time,N,72110.0,Credit Card,9879,Single,N,Male,0.1228,9924,N
40.3,716.0,1,Full-Time,Y,39427.0,Medical,3109,Married,N,Female,0.082,3120,N
32.0,716.0,2,Part-Time,N,154052.0,Business,102047,Married,Y,Female,0.1543,102287,Y
51.2,711.0,2,Part-Time,N,146202.0,Credit Card,68399,Single,N,Non-Binary,0.1481,68609,Y
45.9,677.0,2,Part-Time,N,86561.0,Auto,8991,Single,N,Female,0.1469,9102,Y
34.8,699.0,0,Full-Time,N,45236.0,Auto,1842,Married,N,Male,0.0985,1892,N
52.5,692.0,2,Full-Time,N,118844.0,Credit Card,96041,Single,N,Male,0.1271,96180,N
41.3,677.0,3,Full-Time,Y,87879.0,Credit Card,16990,Married,N,Male,0.1185,17138,N
24.9,778.0,2,Full-Time,Y,37843.0,Credit Card,3866,Married,N,Female,0.0665,3887,N
50.5,623.0,2,Part-Time,N,300451.0,Business,306920,Single,N,Male,0.2093,307593,Y
23.6,693.0,0,Full-Time,N,39647.0,Credit Card,6445,Single,N,Non-Binary,0.0989,6479,N
25.5,711.0,1,Full-Time,N,47212.0,Credit Card,5572,Single,N,Male,0.1046,5607,N
41.6,670.0,3,Full-Time,Y,93858.0,Credit Card,14095,Married,N,Male,0.1621,14218,Y
32.1,753.0,2,Full-Time,N,97725.0,Medical,12415,Single,N,Female,0.1391,12435,N
42.7,741.0,1,Full-Time,N,61045.0,Credit Card,8943,Single,N,Non-Binary,0.1265,8969,N
54.5,714.0,2,Full-Time,N,146500.0,Credit Card,47217,Married,N,Male,0.1651,47314,N
29.1,768.0,2,Full-Time,N,50581.0,Credit Card,5117,Single,N,Female,0.107,5131,N
43.9,672.0,3,Full-Time,N,70906.0,Credit Card,30668,Single,N,Female,0.132,30754,N
21.7,669.0,2,Part-Time,Y,101976.0,Business,29117,Single,N,Female,0.1316,29335,Y
40.0,722.0,4,Full-Time,Y,71859.0,Auto,5680,Married,N,Male,0.142,5725,N
46.1,703.0,2,Full-Time,N,62849.0,Auto,5529,Single,N,Female,0.1302,5569,N
54.8,676.0,2,Unemployed,N,109423.0,Business,39512,Single,Y,Male,0.1461,39708,Y
35.1,699.0,3,Full-Time,N,74983.0,Business,40481,Single,N,Male,0.111,40561,N
40.8,643.0,2,Part-Time,N,145318.0,Business,111921,Single,Y,Male,0.1749,112246,Y
22.3,753.0,2,,N,43040.0,Credit Card,2779,Single,N,Female,0.1032,2796,N
61.6,707.0,2,Full-Time,N,345241.0,Credit Card,166865,Married,N,Female,0.1763,167282,N
41.5,696.0,2,Full-Time,N,172083.0,Credit Card,133256,Single,N,Female,0.1642,133456,N
45.9,631.0,1,Part-Time,Y,75102.0,Auto,13536,Married,N,Female,0.1597,13710,Y
55.8,671.0,2,Full-Time,Y,107509.0,Credit Card,42765,Married,N,Non-Binary,0.1449,42909,N
36.6,715.0,3,Full-Time,N,51114.0,Mortgage,3135,Single,N,Female,0.0911,3160,N
45.3,765.0,2,Full-Time,N,85602.0,Auto,8060,Married,N,Female,0.1135,8079,N
38.3,686.0,2,Part-Time,N,69307.0,Auto,6724,Single,N,Female,0.1363,6813,N
28.5,765.0,2,Full-Time,Y,56242.0,Medical,7275,Single,N,Male,0.0714,7289,N
36.8,748.0,1,Full-Time,N,54259.0,Business,4416,Single,N,Male,0.0879,4449,N
49.3,718.0,2,Full-Time,Y,111822.0,Auto,20006,Married,N,Male,0.1391,20094,N
22.1,737.0,0,Full-Time,N,31593.0,Credit Card,998,Single,N,Non-Binary,0.0741,1009,N
51.4,749.0,2,Full-Time,N,90359.0,Credit Card,13063,Single,N,Female,0.117,13090,N
28.4,752.0,1,Full-Time,N,41519.0,Medical,2930,Married,N,Male,0.1129,2934,N
27.1,724.0,0,Full-Time,N,46756.0,Credit Card,5902,Single,N,Female,0.1292,5924,N
33.1,743.0,2,Full-Time,N,77148.0,Credit Card,7142,Married,N,Male,0.1112,7201,N
36.6,733.0,2,Full-Time,N,70819.0,Credit Card,5517,Single,N,Male,0.1227,5571,N
43.4,733.0,1,Full-Time,N,42545.0,Credit Card,3620,Married,N,Female,0.0846,3650,N
45.3,702.0,2,Full-Time,N,69850.0,Auto,12685,Married,N,Non-Binary,0.1124,12762,N
34.0,658.0,2,Full-Time,N,80720.0,Auto,11076,Single,N,Non-Binary,0.1353,11178,N
44.4,706.0,1,Full-Time,Y,87824.0,Credit Card,6942,Married,N,Male,0.1485,7002,N
41.6,704.0,2,Part-Time,N,79342.0,Auto,8183,Married,N,Female,0.1241,8275,N
46.4,734.0,2,Full-Time,Y,82906.0,Business,32304,Married,N,Female,0.1318,32360,N
52.1,739.0,2,Full-Time,Y,197700.0,Credit Card,222784,Married,N,Female,0.1546,222989,N
41.3,680.0,2,Full-Time,N,84705.0,Auto,9327,Single,N,Female,0.1408,9429,N
24.1,742.0,3,Full-Time,N,88166.0,Business,15546,Single,N,Male,0.1398,15595,N
34.7,678.0,0,Part-Time,N,45691.0,Business,3549,Single,N,Female,0.126,3608,Y
49.8,674.0,3,Part-Time,N,113921.0,Credit Card,58400,Single,N,Male,0.1476,58593,Y
41.3,696.0,2,Full-Time,N,97354.0,Credit Card,20850,Single,N,Male,0.1406,20949,N
37.1,717.0,3,Full-Time,Y,167301.0,Credit Card,72773,Married,N,Female,0.1799,72949,Y
38.7,688.0,2,Full-Time,Y,65294.0,Auto,8952,Married,N,Non-Binary,0.132,9001,N
31.7,760.0,2,Full-Time,N,41188.0,Medical,2714,Single,N,Non-Binary,0.1092,2720,N
34.4,646.0,2,Part-Time,N,126442.0,Auto,76740,Single,Y,Male,0.1233,77103,Y
27.3,733.0,2,Full-Time,N,53354.0,Credit Card,9109,Single,N,Male,0.0973,9120,N
48.0,740.0,2,Full-Time,N,64994.0,Mortgage,6759,Single,N,Female,0.0987,6792,N
44.8,689.0,3,Full-Time,N,131597.0,Auto,34635,Married,N,Male,0.1594,34772,N
40.1,672.0,3,Full-Time,N,90179.0,Credit Card,14638,Married,N,Female,0.1461,14763,N
33.1,691.0,2,Full-Time,N,50518.0,Credit Card,3318,Single,N,Female,0.1142,3359,N
53.1,735.0,2,Full-Time,N,104000.0,Medical,77875,Married,N,Male,0.1506,77916,N
40.2,672.0,1,Unemployed,N,82301.0,Auto,30480,Single,Y,Male,0.152,30626,Y
38.8,768.0,1,Full-Time,N,35407.0,Mortgage,1253,Single,N,Male,0.0829,1261,N
28.4,760.0,1,Full-Time,Y,53740.0,Business,5487,Married,N,Male,0.1277,5498,N
43.8,742.0,2,Full-Time,N,47750.0,Mortgage,5472,Single,N,Female,0.0664,5495,N
48.6,710.0,1,Full-Time,N,77164.0,Auto,24412,Married,N,Female,0.1351,24471,N
47.2,756.0,0,Full-Time,N,76947.0,Medical,6513,Single,N,Female,0.1084,6538,N
49.9,755.0,2,Full-Time,Y,84994.0,Medical,14447,Single,N,Non-Binary,0.0846,14498,N
39.1,673.0,2,Part-Time,N,108216.0,Credit Card,22250,Single,N,Male,0.1331,22440,Y
43.8,683.0,2,Full-Time,N,157776.0,Credit Card,67211,Single,N,Male,0.1398,67530,Y
42.0,685.0,2,Unemployed,N,95497.0,Auto,12767,Single,Y,Male,0.1373,12934,Y
38.6,711.0,2,Full-Time,Y,80080.0,Business,15391,Married,N,Female,0.1196,15470,N
30.5,707.0,2,Part-Time,N,59312.0,Credit Card,3870,Single,N,Female,0.1028,3930,N
33.4,693.0,1,Full-Time,Y,46483.0,Credit Card,2592,Married,N,Male,0.1353,2635,N
41.3,750.0,3,Full-Time,Y,53201.0,Medical,3396,Married,N,Male,0.0937,3403,N
51.2,666.0,2,Full-Time,N,97763.0,Credit Card,26761,Single,N,Male,0.1529,26915,N
47.0,719.0,2,Full-Time,N,74272.0,Mortgage,31994,Single,N,Female,0.1292,32041,N
34.1,715.0,2,Part-Time,Y,122412.0,Credit Card,47950,Married,N,Male,0.1387,48111,N
39.1,690.0,2,Full-Time,Y,112711.0,Auto,22866,Married,N,Male,0.1624,23010,N
45.8,672.0,3,Full-Time,Y,86651.0,Business,48053,Married,N,Female,0.1398,48224,Y
32.8,697.0,3,Part-Time,N,121975.0,Auto,74389,Married,N,Non-Binary,0.1213,74623,Y
36.3,677.0,2,Part-Time,Y,60567.0,Business,6969,Single,Y,Male,0.1189,7075,Y
29.2,684.0,2,Part-Time,Y,67271.0,Auto,7693,Married,Y,Male,0.1105,7814,Y
27.4,721.0,1,Full-Time,N,32722.0,Credit Card,1820,Single,N,Male,0.0977,1832,N
57.1,698.0,2,Full-Time,Y,118215.0,Auto,11180,Married,N,Male,0.1482,11272,N
27.9,694.0,2,Part-Time,N,87491.0,Business,23729,Married,Y,Female,0.1344,23884,Y
26.6,727.0,2,Full-Time,Y,31251.0,Mortgage,2149,Married,N,Female,0.0933,2157,N
47.3,678.0,3,Unemployed,N,94089.0,Credit Card,8852,Single,Y,Male,0.1613,9024,Y
43.4,686.0,2,Part-Time,N,107541.0,Auto,39320,Single,N,Non-Binary,0.1104,39487,N
53.4,664.0,2,Full-Time,N,113386.0,Auto,35998,Married,N,Male,0.1671,36168,Y
37.4,726.0,2,Full-Time,Y,85374.0,Credit Card,32070,Married,N,Male,0.1178,32136,N
33.7,731.0,4,Full-Time,N,55240.0,Mortgage,4882,Single,N,Female,0.1132,4907,N
18.9,657.0,3,Part-Time,N,57844.0,Credit Card,18068,Single,Y,Male,0.1167,18210,Y
23.9,707.0,0,Full-Time,Y,26021.0,Credit Card,609,,N,Male,0.0821,623,N
21.4,718.0,0,Full-Time,N,37539.0,Auto,2818,Single,N,Male,0.0797,2843,N
41.7,703.0,2,Part-Time,N,132353.0,Credit Card,26275,Married,N,Female,0.1488,26467,N
54.1,663.0,2,Full-Time,Y,163947.0,Credit Card,40318,Married,N,Female,0.1699,40497,N
34.6,724.0,2,Full-Time,Y,50533.0,Mortgage,6128,Married,N,Male,0.092,6147,N
19.7,813.0,2,Full-Time,Y,52179.0,Mortgage,7079,Married,N,Male,0.0533,7101,N
21.9,743.0,1,Full-Time,N,31818.0,Mortgage,5973,Single,N,Non-Binary,0.0467,5988,N
39.1,720.0,2,Full-Time,N,47149.0,Mortgage,2001,Single,N,Female,0.1041,2013,N
40.9,754.0,2,Part-Time,Y,91412.0,Credit Card,15041,Married,N,Female,0.1142,15158,N
43.9,589.0,3,Part-Time,Y,214388.0,Auto,197636,Single,Y,Female,0.2206,198341,Y
34.3,728.0,2,Full-Time,N,54158.0,Mortgage,4693,Single,N,Female,0.1175,4728,N
30.5,712.0,2,Full-Time,N,52588.0,Credit Card,14104,Single,N,Female,0.1244,14135,N
36.6,721.0,2,Full-Time,N,86104.0,Credit Card,37069,Single,N,Female,0.1262,37153,N
27.4,774.0,2,Full-Time,Y,49272.0,Medical,8739,Single,N,Male,0.0898,8747,N
41.4,731.0,2,Full-Time,N,107061.0,Business,12608,Single,N,Female,0.1325,12695,N
33.0,777.0,0,Full-Time,Y,35337.0,Credit Card,2247,Married,N,Male,0.0718,2251,N
29.7,741.0,0,Full-Time,N,44052.0,Mortgage,3687,Single,N,Male,0.0639,3700,N
26.1,1108.0,1,Full-Tme,N,101034.0,Credit Crad,33686,Single,N,Femalee,0.0689,33598,N
34.9,719.0,2,Full-Time,N,67452.0,Business,17289,Single,N,Male,0.0988,17372,N
39.6,724.0,2,Full-Time,N,99363.0,Credit Card,16783,Single,N,Non-Binary,0.1287,16906,N
22.6,773.0,2,Full-Time,Y,47845.0,Credit Card,10301,Single,N,Male,0.0821,10314,N
30.4,722.0,2,Full-Time,N,71332.0,Credit Card,7123,Single,N,Male,0.1218,7198,N
26.8,787.0,2,Full-Time,Y,65150.0,Medical,9338,Single,N,Male,0.0953,9342,N
30.8,746.0,2,Part-Time,N,88992.0,Credit Card,24550,Single,N,Female,0.1196,24641,N
34.1,717.0,2,Full-Time,Y,67138.0,Business,16678,Married,N,Female,0.12,16705,N
33.5,692.0,1,Full-Time,Y,42445.0,Mortgage,3423,Married,N,Non-Binary,0.094,3453,N
36.4,728.0,2,Full-Time,N,87944.0,Credit Card,8507,Single,N,Female,0.1315,8582,N
46.2,353.0,2,Full-Tme,Y,124069.0,Bussins,60032,Married,N,Mail,0.1314,59954,N
42.1,778.0,2,Full-Time,N,52228.0,Medical,10365,Single,N,Male,0.0818,10377,N
33.3,710.0,1,Full-Time,Y,50347.0,Credit Card,4309,Single,N,Male,0.0928,4366,N
